,index,src_event_index,src_id,src_text,src_semantic_rep,src_file_name,src_class,src_type,src_content_desc,src_hint,src_parent_text,src_sibling_text,src_fillable_neighbor,src_neighbors,src_label,src_activity,src_atm_neighbor,src_app,target_event_index,target_id,target_text,target_semantic_rep,target_file_name,target_class,target_type,target_content_desc,target_hint,target_parent_text,target_sibling_text,target_fillable_neighbor,target_neighbors,target_label,target_activity,target_atm_neighbor,target_app,predict_score_temdroid
118,118,0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,1,et title,,et_title,,android.widget.EditText,fillable,,,title,,,,wrong,activity record add,,Expense2-Expense4,0.03631284
119,119,0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,1,et category,,et_category,,android.widget.EditText,fillable,,,category,,,,wrong,activity record add,,Expense2-Expense4,0.05631718
120,120,0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,2,et price,,et_price 2020-10-21,,android.widget.EditText,fillable,,,price,,,2020-10-21 2020-10-21,wrong,activity record add,,Expense2-Expense4,-0.013120289
121,121,0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,3,et title,restaurant,et_title,,android.widget.EditText,fillable,,,title,,,,wrong,activity record add,,Expense2-Expense4,-0.013398886
122,122,0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,4,button,ok,,,android.widget.Button,clickable,,,,,,,wrong,activity record add,,Expense2-Expense4,-0.026421042
123,123,0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,4,date picker month,oct,OCT,,android.widget.TextView,label,,,,,,,wrong,activity record add,,Expense2-Expense4,-0.015771095
124,124,0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,4,date picker day,,date_picker_day,,android.widget.TextView,label,,,,oct,,,wrong,activity record add,,Expense2-Expense4,-0.018033296
125,125,0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,4,date picker year,,date_picker_year,,android.widget.TextView,clickable,,,,,,,wrong,activity record add,,Expense2-Expense4,-0.026977427
126,126,0,fab,,ic_add,ic add,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,Expense2,4,button,cancel,,,android.widget.Button,clickable,,,,,,,wrong,activity record add,,Expense2-Expense4,0.009568751
127,127,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,1,et price,,et_price 2020-10-21,,android.widget.EditText,fillable,,,price,,,2020-10-21 2020-10-21,correct,activity record add,date,Expense2-Expense4,0.88136333
128,128,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,0,btn add expense,add expense,Add expense,,android.widget.Button,clickable,,,,,,,wrong,activity record main,,Expense2-Expense4,0.19598094
129,129,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,0,drawer layout,record,Records,,android.widget.TextView,label,,,,,,,wrong,activity record main,,Expense2-Expense4,0.014780235
130,130,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,0,,week,Week,,android.widget.TextView,clickable,,,,,,,wrong,activity record main,,Expense2-Expense4,0.07153091
131,131,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,0,drawer layout,,Open navigation drawer,,android.widget.ImageButton,clickable,open navigation drawer,,,,,,wrong,activity record main,,Expense2-Expense4,-0.012586938
132,132,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,0,list view,short summary,Short summary,,android.widget.TextView,clickable,,,,,,,wrong,activity record main,,Expense2-Expense4,-0.011953659
133,133,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,0,tv period,oct,18 Oct 2020 - 24 Oct 2020,,android.widget.TextView,clickable,,,,short summary,,,wrong,activity record main,,Expense2-Expense4,0.012884374
134,134,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,0,list view,total income,Total income,,android.widget.TextView,clickable,,,,oct,,,wrong,activity record main,,Expense2-Expense4,-0.002992363
135,135,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,0,tv total income,non,+ 0 NON,,android.widget.TextView,clickable,,,,total income,,,wrong,activity record main,,Expense2-Expense4,-0.015269112
136,136,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,0,list view,total expense,Total expense,,android.widget.TextView,clickable,,,,non,,,wrong,activity record main,,Expense2-Expense4,-0.00541855
137,137,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,0,tv total expense,non,- 0 NON,,android.widget.TextView,clickable,,,,total expense,,,wrong,activity record main,,Expense2-Expense4,-0.004188544
138,138,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,0,tv total,non,+ 0 NON,,android.widget.TextView,clickable,,,,non,,,wrong,activity record main,,Expense2-Expense4,-0.027874159
139,139,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,0,btn add income,add income,Add income,,android.widget.Button,clickable,,,,,,,wrong,activity record main,,Expense2-Expense4,0.002537598
140,140,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,1,,add expense,Add expense,,android.widget.TextView,label,,,,,,,wrong,activity record add,,Expense2-Expense4,0.2188412
141,141,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,1,action do,,Add action_done,,android.widget.TextView,clickable,add,,,,,,wrong,activity record add,,Expense2-Expense4,0.000977327
142,142,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,1,,,Navigate up,,android.widget.ImageButton,clickable,navigate,,,,,,wrong,activity record add,,Expense2-Expense4,-0.04067237
143,143,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,1,tv date,,2020/10/21,,android.widget.TextView,clickable,,,,,,,wrong,activity record add,,Expense2-Expense4,-0.007698667
144,144,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,1,tv time,,15:32,,android.widget.TextView,clickable,,,,,,,wrong,activity record add,,Expense2-Expense4,0.001687539
145,145,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,1,et title,,et_title,,android.widget.EditText,fillable,,,title,,,,wrong,activity record add,,Expense2-Expense4,0.20152515
146,146,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,1,et category,,et_category,,android.widget.EditText,fillable,,,category,,,,wrong,activity record add,,Expense2-Expense4,0.3404951
147,147,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,2,et price,,et_price 2020-10-21,,android.widget.EditText,fillable,,,price,,,2020-10-21 2020-10-21,wrong,activity record add,,Expense2-Expense4,0.8813633
148,148,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,4,button,ok,,,android.widget.Button,clickable,,,,,,,wrong,activity record add,,Expense2-Expense4,-0.042886116
149,149,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,4,date picker month,oct,OCT,,android.widget.TextView,label,,,,,,,wrong,activity record add,,Expense2-Expense4,-0.016871698
150,150,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,4,date picker day,,date_picker_day,,android.widget.TextView,label,,,,oct,,,wrong,activity record add,,Expense2-Expense4,-0.015907275
151,151,1,expense value,,expense_value,,android.widget.EditText,fillable,,,,,,,correct,expense activity,money,Expense2,4,date picker year,,date_picker_year,,android.widget.TextView,clickable,,,,,,,wrong,activity record add,,Expense2-Expense4,-0.008993544
152,152,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,2,et title,,et_title,,android.widget.EditText,fillable,,,title,,,,correct,activity record add,,Expense2-Expense4,0.63513756
153,153,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,0,btn add expense,add expense,Add expense,,android.widget.Button,clickable,,,,,,,wrong,activity record main,,Expense2-Expense4,0.40457675
154,154,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,0,drawer layout,record,Records,,android.widget.TextView,label,,,,,,,wrong,activity record main,,Expense2-Expense4,-0.015114698
155,155,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,0,,week,Week,,android.widget.TextView,clickable,,,,,,,wrong,activity record main,,Expense2-Expense4,-0.014856213
156,156,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,0,drawer layout,,Open navigation drawer,,android.widget.ImageButton,clickable,open navigation drawer,,,,,,wrong,activity record main,,Expense2-Expense4,-0.010082555
157,157,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,0,list view,short summary,Short summary,,android.widget.TextView,clickable,,,,,,,wrong,activity record main,,Expense2-Expense4,0.002838808
158,158,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,0,tv period,oct,18 Oct 2020 - 24 Oct 2020,,android.widget.TextView,clickable,,,,short summary,,,wrong,activity record main,,Expense2-Expense4,0.013136355
159,159,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,0,list view,total income,Total income,,android.widget.TextView,clickable,,,,oct,,,wrong,activity record main,,Expense2-Expense4,-0.107065775
160,160,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,0,tv total income,non,+ 0 NON,,android.widget.TextView,clickable,,,,total income,,,wrong,activity record main,,Expense2-Expense4,-0.008075879
161,161,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,0,list view,total expense,Total expense,,android.widget.TextView,clickable,,,,non,,,wrong,activity record main,,Expense2-Expense4,-0.037935257
162,162,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,0,tv total expense,non,- 0 NON,,android.widget.TextView,clickable,,,,total expense,,,wrong,activity record main,,Expense2-Expense4,0.025133884
163,163,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,0,tv total,non,+ 0 NON,,android.widget.TextView,clickable,,,,non,,,wrong,activity record main,,Expense2-Expense4,0.100577205
164,164,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,0,btn add income,add income,Add income,,android.widget.Button,clickable,,,,,,,wrong,activity record main,,Expense2-Expense4,0.002010629
165,165,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,1,et price,,et_price 2020-10-21,,android.widget.EditText,fillable,,,price,,,2020-10-21 2020-10-21,wrong,activity record add,date,Expense2-Expense4,0.21369128
166,166,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,1,,add expense,Add expense,,android.widget.TextView,label,,,,,,,wrong,activity record add,,Expense2-Expense4,0.6034879
167,167,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,1,action do,,Add action_done,,android.widget.TextView,clickable,add,,,,,,wrong,activity record add,,Expense2-Expense4,-0.008412437
168,168,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,1,,,Navigate up,,android.widget.ImageButton,clickable,navigate,,,,,,wrong,activity record add,,Expense2-Expense4,0.2689899
169,169,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,1,tv date,,2020/10/21,,android.widget.TextView,clickable,,,,,,,wrong,activity record add,,Expense2-Expense4,0.12201754
170,170,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,1,tv time,,15:32,,android.widget.TextView,clickable,,,,,,,wrong,activity record add,,Expense2-Expense4,0.027493207
171,171,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,1,et category,,et_category,,android.widget.EditText,fillable,,,category,,,,wrong,activity record add,,Expense2-Expense4,0.14151739
172,172,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,2,et price,,et_price 2020-10-21,,android.widget.EditText,fillable,,,price,,,2020-10-21 2020-10-21,wrong,activity record add,,Expense2-Expense4,0.21369128
173,173,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,4,button,ok,,,android.widget.Button,clickable,,,,,,,wrong,activity record add,,Expense2-Expense4,0.13935906
174,174,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,4,date picker month,oct,OCT,,android.widget.TextView,label,,,,,,,wrong,activity record add,,Expense2-Expense4,0.00357137
175,175,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,4,date picker day,,date_picker_day,,android.widget.TextView,label,,,,oct,,,wrong,activity record add,,Expense2-Expense4,0.015737034
176,176,2,expense description,add description,Add a description,,android.widget.EditText,fillable,,,,,Add a description,,correct,expense activity,,Expense2,4,date picker year,,date_picker_year,,android.widget.TextView,clickable,,,,,,,wrong,activity record add,,Expense2-Expense4,-0.012770049
